name
"No Reservations,Music and Lyrics,Monte Carlo,Ghostbusters,Envy,Yes Man,Becoming Jane,Analyze That,Miss Congeniality 2: Armed and Fabulous,Goosebumps,Don't Say a Word,A Sound of Thunder,Lucky You,The Lego Movie,Sherlock Holmes: A Game of Shadows,Two Weeks Notice,The Dukes of Hazzard,The Black Dahlia,The Lucky One,Firewall,Winter's Tale,House of Wax,Catwoman,Raising Helen,Eight Legged Freaks"
"Kick-Ass,Detention,Superstar,Spider-Man,Superhero Movie,Batman v Superman: Dawn of Justice,The Hebrew Hammer,Kick-Ass 2,The Dirties,Defendor,21 Jump Street,Drive Angry,Khiladi 786,Charlie Bartlett,Stolen,Things to Do in Denver When You're Dead,Only the Strong,Adaptation.,The Next Three Days,Find Me Guilty,Detention of the Dead,Bangkok Dangerous,Fast Times at Ridgemont High,Election,American Hero"
"30 Minutes or Less,The Adventures of Rocky & Bullwinkle,Khiladi 786,MacGruber,Action Jackson,Stuart Little 2,Gentlemen Broncos,Crocodile Dundee II,Hudson Hawk,Last Holiday,The Big Hit,The Helix... Loaded,Lethal Weapon 4,Cars 2,Nothing to Lose,The Adventures of Huck Finn,Year One,The Rundown,Total Recall,Ishtar,Monkeybone,Pineapple Express,Commando,Small Soldiers,The Out-of-Towners"
"Dracula 2000,Shadow of the Vampire,Daybreakers,Blade II,Fright Night,A Beginner's Guide to Snuff,Train,Severance,Underworld: Awakening,Underworld: Rise of the Lycans,Hannibal Rising,Blade,Session 9,Harrison Montgomery,The Omen,Abraham Lincoln: Vampire Hunter,Anaconda,Interview with the Vampire,Dracula,Diary of the Dead,Vampire in Brooklyn,Headhunters,FearDotCom,Queen of the Damned,The Rite"
"Alexander and the Terrible, Horrible, No Good, Very Bad Day,Jeff, Who Lives at Home,Little Big Top,Groundhog Day,Sweet November,The Truman Show,Stuart Little 2,The Game Plan,The Adventures of Elmo in Grouchland,The Haunted Mansion,American Sniper,Faster,Our Idiot Brother,The Lost Weekend,Diary of a Wimpy Kid: Dog Days,Bruce Almighty,DysFunktional Family,The Call of Cthulhu,Ri¢hie Ri¢h,The R.M.,The Whole Ten Yards,Grown Ups 2,How to Fall in Love,Lonesome Jim,Due Date"
"Pride & Prejudice,Anna Karenina,Love Actually,Captain Corelli's Mandolin,Elizabeth,Definitely, Maybe,Shaun of the Dead,The Theory of Everything,My Beautiful Laundrette,Blue Valentine,Imagine Me & You,Don Jon,The Libertine,Vanity Fair,Code 46,The Other Boleyn Girl,Bridget Jones's Diary,Rush,Mr. Turner,Mr. Bean's Holiday,Vamps,Elizabethtown,Fifty Dead Men Walking,Elizabeth: The Golden Age,Sense and Sensibility"
"Blade Runner,City of Angels,Inherent Vice,Escape from L.A.,Volcano,A Streetcar Named Desire,Midnight in the Garden of Good and Evil,Battle: Los Angeles,ATL,Red Planet,The Boys from Brazil,Poolhall Junkies,Contagion,Yes Man,Sleepers,Terminator Salvation,Harper,Flatliners,Code 46,Outbreak,Disclosure,Another Earth,Twilight Zone: The Movie,Get Carter,Looney Tunes: Back in Action"
"Rob Roy,Nicholas Nickleby,Khumba,My All American,Little Big Top,F.I.S.T.,Rosewater,American Sniper,Alfie,The Pursuit of Happyness,Raging Bull,A Christmas Carol,The Amazing Spider-Man,Small Apartments,Kicks,Flying By,All Is Lost,Angela's Ashes,The Santa Clause 2,Sexy Beast,Me You and Five Bucks,The Mudge Boy,Should've Been Romeo,Gran Torino,The Astronaut Farmer"
"3 Days to Kill,Flying By,About Schmidt,1982,Multiplicity,Jeff, Who Lives at Home,Homefront,The Truman Show,How to Fall in Love,Copying Beethoven,True Lies,The Whole Ten Yards,Nine,King's Ransom,Code of Honor,Should've Been Romeo,Pound of Flesh,Memento,Sexy Beast,Me You and Five Bucks,Tycoon,Out of the Blue,Light Sleeper,Take Me Home Tonight,The Mudge Boy"
"We Own the Night,The Godfather: Part III,Radio Flyer,UHF,Taxi Driver,Donnie Brasco,The Lady from Shanghai,Safe,American Hustle,Out of the Furnace,City By The Sea,Four Single Fathers,Nighthawks,Prisoners,Money Train,Wanted,Black Mass,Flash of Genius,The Jerky Boys,The Equalizer,Hesher,Black Rain,The Funeral,The Godfather,The Wolfman"
"Lost Souls,The Exorcist,The Specials,Final Destination 5,The Amazing Spider-Man,The Amazing Spider-Man 2,Willard,The Cell,The Lawnmower Man,Deliver Us from Evil,Child's Play 2,I Love You, Man,The Conjuring,Resurrecting the Champ,The Caveman's Valentine,New Nightmare,The Man,From a Whisper to a Scream,Forgetting Sarah Marshall,A Nightmare on Elm Street 4: The Dream Master,Tin Can Man,Time Changer,1982,Secret Window,Spawn"
"Just My Luck,Life or Something Like It,The Fountain,Runner Runner,Date Movie,Joy Ride,The Devil's Advocate,Deck the Halls,What's Your Number?,Noah,Don't Say a Word,Bogus,The Revenant,Copycat,Gone Girl,Elektra,My Super Ex-Girlfriend,The Darkest Hour,Sweet Charity,Tin Cup,Love & Other Drugs,Freddy Got Fingered,Black Knight,Mirrors,12 Years a Slave"
"Mystery, Alaska,Raising Helen,Life or Something Like It,We Are Marshall,Last I Heard,Swing Vote,Duets,Danny Collins,Cheap Thrills,Lake Placid,Beer League,Pocketful of Miracles,Did You Hear About the Morgans?,Synecdoche, New York,The Life Aquatic with Steve Zissou,Under the Tuscan Sun,Major League,Any Given Sunday,It's All Gone Pete Tong,City By The Sea,The Joneses,Motherhood,Four Single Fathers,The Dictator,The Inkwell"
"The Spy Next Door,Spy Game,Harriet the Spy,Duplicity,3 Days to Kill,Spy Kids: All the Time in the World,Bridge of Spies,Stripes,Air Force One,MacGruber,True Lies,Austin Powers in Goldmember,Tinker Tailor Soldier Spy,The Cookout,Robin Hood,Everybody's Fine,Perrier’s Bounty,Nine,Hit & Run,How to Fall in Love,Should've Been Romeo,Ted,Clear and Present Danger,Back to the Future,Wanted"
"A Simple Wish,13 Going on 30,Practical Magic,Hocus Pocus,The Kid,The Wiz,17 Again,Pinocchio,The Smurfs,Shorts,Harry Potter and the Prisoner of Azkaban,Oz: The Great and Powerful,Thunder and the House of Magic,Howard the Duck,Hotel Transylvania 2,Night at the Museum: Secret of the Tomb,The Adventures of Rocky & Bullwinkle,The Huntsman: Winter's War,Pete's Dragon,The Change-Up,Harry Potter and the Chamber of Secrets,How the Grinch Stole Christmas,Liar Liar,Bedazzled,Aquamarine"
"Ghosts of Mars,Aliens,Alien,Edge of Tomorrow,Witchboard,Aliens vs Predator: Requiem,Predator 2,Riddick,Final Fantasy: The Spirits Within,The Thing,Ultraviolet,Insidious: Chapter 2,Escape from Planet Earth,Independence Daysaster,Doom,U.F.O.,Species,Meet Dave,Galaxy Quest,Battlefield Earth,Alien³,Aliens in the Attic,The Running Man,Surrogates,Star Trek"
"Our Brand Is Crisis,The Ides of March,For Your Consideration,Redacted,Last Holiday,South Park: Bigger, Longer & Uncut,Shine,Sugar Hill,Saving Mr. Banks,Roll Bounce,Peace, Propaganda & the Promised Land,A Walk Among the Tombstones,American Desi,Super Size Me,The Life Aquatic with Steve Zissou,Being John Malkovich,The Dirties,O Brother, Where Art Thou?,An American Haunting,Marie Antoinette,An American Carol,The Squid and the Whale,August: Osage County,In Bruges,Reno 911!: Miami"
"Pride and Prejudice and Zombies,Night of the Living Dead,The Walking Deceased,Dawn of the Dead,Warm Bodies,Land of the Dead,Maggie,Re-Kill,Fido,Diary of the Dead,Zombie Hunter,Day of the Dead,Resident Evil,Resident Evil: Extinction,Poultrygeist: Night of the Chicken Dead,Creepshow,Zombieland,Navy Seals vs. Zombies,Detention of the Dead,The Dead Undead,ZMD: Zombies of Mass Destruction,The Vatican Tapes,A Sound of Thunder,Eight Legged Freaks,The Lovers"
"Kundun,The Last Emperor,Escape from Alcatraz,Hayride,Bubble Boy,After Earth,Tycoon,Travellers and Magicians,Driving Lessons,The Replacement Killers,Ladder 49,The Pursuit of Happyness,10th & Wolf,Charly,Interview with the Assassin,City By The Sea,Out Cold,Failure to Launch,Jeff, Who Lives at Home,Cinderella Man,Kickboxer: Vengeance,Fabled,The Count of Monte Cristo,Boogeyman,Rosewater"
"How to Lose Friends & Alienate People,Under the Skin,The Dirties,Made in Dagenham,The House of Mirth,Cheri,Vera Drake,Brooklyn,Harrison Montgomery,Bright Star,Redacted,Wah-Wah,Severance,My Week with Marilyn,Lock, Stock and Two Smoking Barrels,Imagine Me & You,Virgin Territory,The Wind That Shakes the Barley,Ghost World,Fantastic Four,The Young Victoria,Easy Virtue,Elizabeth,Shame,The 51st State"
"Kick-Ass 2,Fantastic 4: Rise of the Silver Surfer,Superman,Sherlock Holmes: A Game of Shadows,Kick-Ass,Fantastic Four,The Phantom,Kit Kittredge: An American Girl,King Kong,X2,Batman & Robin,Spider-Man 2,Blackthorn,The Incredible Hulk,Southland Tales,Gridiron Gang,Catwoman,Sugar Hill,Iron Man 2,FearDotCom,Mission: Impossible III,Mean Girls,Thor: The Dark World,What a Girl Wants,My Super Ex-Girlfriend"
"Brick Mansions,Batman Begins,10th & Wolf,The Yards,The Place Beyond the Pines,Life as a House,The Son of No One,Training Day,Romeo Is Bleeding,RoboCop,House of Sand and Fog,Kiss of Death,Broken City,Exit Wounds,Gangster Squad,A Haunted House 2,Cop Land,Premium Rush,The Young Unknowns,Money Train,Silent House,Blood Work,The Last House on the Left,Stone Cold,Once Upon a Time in America"
"Octopussy,You Only Live Twice,GoldenEye,Live and Let Die,Never Say Never Again,Skyfall,Dr. No,Licence to Kill,Diamonds Are Forever,Quantum of Solace,Moonraker,From Russia with Love,Die Another Day,The Living Daylights,The Spy Who Loved Me,Thunderball,On Her Majesty's Secret Service,The World Is Not Enough,For Your Eyes Only,World War Z,Johnny English Reborn,Spectre,Narc,The Man with the Golden Gun,Safe"
"Knocked Up,Everything Must Go,Alfie,Zookeeper,Larry Crowne,The Cookout,Grosse Pointe Blank,Barry Munday,Me You and Five Bucks,Don Jon,Forrest Gump,Take Me Home Tonight,Elizabethtown,Should've Been Romeo,Tycoon,You, Me and Dupree,Man of the Year,Frat Party,I Love You, Beth Cooper,Jeff, Who Lives at Home,The Nutty Professor,The Family Man,Love Happens,Garden State,What Just Happened"
"My Sister's Keeper,The World's Fastest Indian,My Life Without Me,The Savages,Jersey Girl,Nicholas Nickleby,Pieces of April,Frida,Johnson Family Vacation,Raising Helen,Dolphin Tale 2,Bambi,Winter's Bone,Open Road,The Sleepwalker,Sparkle,P.S. I Love You,Amidst the Devil's Wings,Love's Abiding Joy,Aloft,The Wiz,Shattered Glass,Shakespeare in Love,The Secret Life of Walter Mitty,Madea's Family Reunion"
"Welcome Home Roscoe Jenkins,The Ten,Jeff, Who Lives at Home,Home Alone,Grown Ups 2,Last I Heard,10th & Wolf,Madea's Witness Protection,The Santa Clause 2,Bran Nue Dae,DysFunktional Family,And So It Goes,Little Big Top,Hamlet,For Your Consideration,Quartet,Dudley Do-Right,Edtv,Eulogy,A Haunted House 2,Straight A's,The Mighty Ducks,The Truman Show,50/50,Take Me Home Tonight"
"A Passage to India,Gandhi,The Imaginarium of Doctor Parnassus,The Wind That Shakes the Barley,The Last King of Scotland,The Painted Veil,The Lovers,Shalako,Tracker,Wah-Wah,Extreme Measures,Life of Pi,Snatch,White Noise,Neal 'n' Nikki,Marie Antoinette,Easy Virtue,Harrison Montgomery,Blackthorn,A Sound of Thunder,Under the Skin,Rabbit-Proof Fence,Yes,Redacted,Bloody Sunday"
"Notes on a Scandal,Harrison Montgomery,The House of Mirth,Made in Dagenham,Fish Tank,Vera Drake,The Dirties,Dancer in the Dark,Imagine Me & You,Ararat,Ghost World,The History Boys,Shame,Brooklyn,Iris,Boys Don't Cry,On the Road,Welcome to the Rileys,Redacted,Severance,My Week with Marilyn,Romeo + Juliet,Virgin Territory,Heavenly Creatures,Headhunters"
"Rendition,True Lies,Dying of the Light,The Sum of All Fears,Jeff, Who Lives at Home,Hesher,1982,Memento,Breakdown,Nine,American Sniper,Forsaken,About Schmidt,Flying By,3 Days to Kill,Should've Been Romeo,Idlewild,The Cold Light of Day,Amigo,Nixon,The Whole Ten Yards,The Godfather: Part III,W.,Salton Sea,A Beautiful Mind"
"Star Trek VI: The Undiscovered Country,Star Trek III: The Search for Spock,Star Trek: The Motion Picture,Star Trek: Generations,Star Trek: Insurrection,Star Trek: First Contact,Star Trek V: The Final Frontier,Star Trek II: The Wrath of Khan,Star Trek Beyond,Star Trek: Nemesis,Extreme Ops,Teenage Mutant Ninja Turtles: Out of the Shadows,The Count of Monte Cristo,Malone,Escape from L.A.,Star Trek,G.I. Joe: Retaliation,Project Almanac,Mr. & Mrs. Smith,The Score,The Stepford Wives,Flight of the Intruder,The 6th Day,Rambo III,Congo"
"Divine Secrets of the Ya-Ya Sisterhood,My Life Without Me,Lovely & Amazing,Saving Face,Julie & Julia,Hanging Up,Hardball,Blood and Chocolate,LOL,Zookeeper,The Piano,You Kill Me,Me and Orson Welles,Georgia Rule,Sydney White,Chocolat,You Again,Kit Kittredge: An American Girl,Sahara,Bachelorette,Midnight Cowboy,The Greatest Movie Ever Sold,You Can Count on Me,Sideways,Solitary Man"
"Kiss the Girls,The Bone Collector,Alex Cross,Along Came a Spider,Suspect Zero,Zodiac,Switchback,Untraceable,Se7en,The Silence of the Lambs,The Frozen Ground,Double Jeopardy,The Fan,American Hustle,Shutter Island,Saw,Knowing,Prisoners,Frenzy,The Fugitive,Young Sherlock Holmes,Code of Honor,A Walk Among the Tombstones,Timecop,Copycat"
"The Blues Brothers,Walk Hard: The Dewey Cox Story,Across the Universe,The Rocker,Mr. Holland's Opus,Mo' Better Blues,Hamlet 2,The Muppets,High School Musical,Out of the Furnace,Pitch Perfect,42nd Street,Woodstock,The Singing Detective,Footloose,This Is It,Taking Woodstock,Chicago,High School Musical 2,Faster,Les Misérables,High School Musical 3: Senior Year,Alvin and the Chipmunks: The Squeakquel,Duets,Stomp the Yard"
"The Sisterhood of the Traveling Pants 2,Another Year,The Brave Little Toaster,The Croods,Sleepover,The Switch,The Incredibly True Adventure of Two Girls In Love,The Inkwell,Antarctica: A Year on Ice,Happy Christmas,The Young and Prodigious T.S. Spivet,The Lion of Judah,Stolen Summer,Bad Grandpa,Real Women Have Curves,This Christmas,Two Brothers,Chasing Liberty,Little Women,My Summer of Love,For a Good Time, Call...,EuroTrip,Georgia Rule,When Harry Met Sally...,Whale Rider"
"Joyful Noise,Eulogy,A Sound of Thunder,The Dangerous Lives of Altar Boys,Sahara,Troop Beverly Hills,The Butler,27 Dresses,U2 3D,The Singing Detective,A Prairie Home Companion,Bride Wars,Envy,Annie,The Greatest Movie Ever Sold,Sgt. Bilko,Eight Legged Freaks,Rock of Ages,Undiscovered,Parental Guidance,Duets,City Island,The Spirit,Kevin Hart: Laugh at My Pain,Percy Jackson: Sea of Monsters"
"About a Boy,Good Deeds,Should've Been Romeo,We Are Your Friends,Garden State,The Truman Show,The Adventures of Elmo in Grouchland,Multiplicity,Disturbia,Elizabethtown,Grosse Pointe Blank,I Hope They Serve Beer in Hell,Jeff, Who Lives at Home,Wish I Was Here,My Name Is Khan,Take Me Home Tonight,You, Me and Dupree,Everything Must Go,How to Fall in Love,Me You and Five Bucks,The Mudge Boy,Copying Beethoven,Wimbledon,A Good Year,Alfie"
"Lake Placid,Eden Lake,Shark Lake,Deep Blue Sea,As Above, So Below,Nighthawks,Mystery, Alaska,Sherlock Holmes: A Game of Shadows,FearDotCom,Friday the 13th Part III,The Joneses,Corky Romano,The Stepford Wives,Pixels,Bandits,Stoker,Queen Crab,I Am Legend,The Pink Panther,Phone Booth,Phantasm II,Friday the 13th: The Final Chapter,Man on Fire,Creepshow 2,The Cottage"
"Lucky Number Slevin,Ninja Assassin,Sin City: A Dame to Kill For,Crank,Awake,Romeo Is Bleeding,London Has Fallen,Hannibal Rising,Redacted,The Gunman,Killers,Arbitrage,Pi,Patriot Games,Wild Target,Hostage,The Mechanic,The Constant Gardener,Collateral,State of Play,The Sentinel,Assassins,Hanna,Headhunters,The Night Listener"
"The Right Stuff,Gravity,Apollo 13,Deep Impact,Capricorn One,The Work and the Glory II: American Zion,Red Planet,Space Cowboys,The Astronaut Farmer,The Astronaut's Wife,Zathura: A Space Adventure,In the Shadow of the Moon,Interstellar,Apollo 18,Amigo,The Martian,American Desi,Peace, Propaganda & the Promised Land,Space Chimps,The New World,An American Carol,Casablanca,2001: A Space Odyssey,Lost in Space,Moonraker"
"Anonymous,For Greater Glory - The True Story of Cristiada,The Contender,The Scarlet Letter,The Walk,Goodbye Bafana,Seabiscuit,September Dawn,Marie Antoinette,Joy,Flightplan,Redemption Road,Margin Call,The 33,Bernie,The Butler,Zipper,The Finest Hours,La Bamba,Cradle Will Rock,Lords of Dogtown,All the King's Men,The Da Vinci Code,Timecop,Choke"
"The NeverEnding Story,Inkheart,The Book Thief,The Secret of Kells,Bogus,Legend of the Guardians: The Owls of Ga'Hoole,Thunder and the House of Magic,Nicholas Nickleby,The Sorcerer's Apprentice,Practical Magic,Harry Potter and the Half-Blood Prince,Stardust,Harry Potter and the Philosopher's Stone,The Young Messiah,The Little Prince,Finding Forrester,Man of Steel,The Book of Life,Let Me In,Young Frankenstein,Boyhood,Duma,The Book of Eli,Harry Potter and the Chamber of Secrets,Pan"
"Dark City,Cypher,The Lawnmower Man,Blast from the Past,About Schmidt,Amnesiac,Atlas Shrugged Part II,Final Destination 2,Journey 2: The Mysterious Island,Austin Powers: International Man of Mystery,The Butterfly Effect,Little Nicky,Glengarry Glen Ross,Videodrome,Code Name: The Cleaner,Austin Powers in Goldmember,The Final Destination,The Island of Dr. Moreau,A Man Apart,New Nightmare,The Man,The Number 23,Iron Man 2,Self/less,Rebecca"
"The Duchess,Harrison Montgomery,Made in Dagenham,Bathory: Countess of Blood,Redacted,The Iron Lady,Imagine Me & You,The Full Monty,A Room with a View,Romeo + Juliet,Man on the Moon,Headhunters,Ararat,The Dirties,Bobby Jones: Stroke of Genius,The Passion of the Christ,Elizabeth,A Cock and Bull Story,Wah-Wah,Iris,Vera Drake,Love Me Tender,How Green Was My Valley,The Face of an Angel,Severance"
"Return to Oz,New Nightmare,The Golden Compass,Fantastic 4: Rise of the Silver Surfer,The World's Fastest Indian,The Lovely Bones,The Croods,New Year's Eve,The Incredible Burt Wonderstone,Alice Through the Looking Glass,Sherlock Holmes,Save the Last Dance,Inkheart,My Super Ex-Girlfriend,The Sound and the Shadow,My Sister's Keeper,Herbie Fully Loaded,Don't Be Afraid of the Dark,Northfork,Alvin and the Chipmunks: The Road Chip,Arthur and the Invisibles,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Gremlins 2: The New Batch,Pan,Babe: Pig in the City"
"The Newton Boys,Deadline - U.S.A.,Kickboxer: Vengeance,No Escape,Mrs. Doubtfire,Transporter 2,The Book of Life,Love Me Tender,Young Guns,Growing Up Smith,Street Fighter: The Legend of Chun-Li,Bulworth,Eragon,Alexander's Ragtime Band,Our Idiot Brother,Gentleman's Agreement,The Egyptian,Warrior,Out of the Furnace,We Bought a Zoo,Killing Zoe,Focus,Home Alone,Big,Marmaduke"
"Case 39,Alone in the Dark,Hard Candy,Paranormal Activity 4,The Wicked Within,Bad Grandpa,The Veil,The Mist,Ghost World,Idle Hands,April Fool's Day,Domestic Disturbance,The Amityville Horror,Darkness,Bowling for Columbine,Lady in White,Righteous Kill,The Purge: Anarchy,Partition,The Oxford Murders,May,Snow White: A Deadly Summer,The I Inside,Bless the Child,Darkness Falls"
"Suspect Zero,Mindhunters,Switchback,Saw,The Frozen Ground,The Silence of the Lambs,A Sound of Thunder,Ballistic: Ecks vs. Sever,The Sentinel,Face/Off,Red Dragon,Zodiac,The Pledge,Machete Kills,Untraceable,88 Minutes,Deadfall,Along Came a Spider,Butterfly on a Wheel,Point Break,The Black Dahlia,Shooter,Donnie Brasco,Machine Gun Preacher,Kiss the Girls"
"Martian Child,New Year's Eve,Mercury Rising,A.I. Artificial Intelligence,After the Sunset,Aliens vs Predator: Requiem,Mother and Child,Domestic Disturbance,Secondhand Lions,Birth,Where the Heart Is,Aliens in the Attic,The 5th Wave,The New World,Whale Rider,Alien: Resurrection,The Inkwell,The Sixth Sense,He's Just Not That Into You,Aliens,How to Lose Friends & Alienate People,Monsters,A Shine of Rainbows,Thirteen Days,Dumb and Dumberer: When Harry Met Lloyd"
"Spy Kids: All the Time in the World,Spy Kids 2: The Island of Lost Dreams,Spy Kids 3-D: Game Over,Central Intelligence,I Spy,Megiddo: The Omega Code 2,The Spy Next Door,Restless,Invasion U.S.A.,Harriet the Spy,Austin Powers in Goldmember,Spy Game,Duplicity,Beat the World,Thirteen,London Has Fallen,Cirque du Soleil: Worlds Away,Atlas Shrugged Part II,Tinker Tailor Soldier Spy,Big,Get Smart,The World Is Not Enough,The World's End,G-Force,2012"
"Money Monster,Imagine That,Sausage Party,Ghostbusters,Donnie Brasco,Paul Blart: Mall Cop 2,Surf's Up,This Is the End,K-19: The Widowmaker,Goosebumps,Lords of Dogtown,Cliffhanger,A Dangerous Method,Margin Call,Sherlock Holmes: A Game of Shadows,Monster House,The One,City By The Sea,Rambo III,Miracles from Heaven,Grosse Pointe Blank,Total Recall,Seabiscuit,Triple 9,The Ides of March"
"The 51st State,Shame,Spider,Harrison Montgomery,The Bad Lieutenant: Port of Call - New Orleans,Machete Kills,Hannibal Rising,Wah-Wah,Headhunters,Alexander,Made in Dagenham,Cecil B. Demented,Vera Drake,The Full Monty,The Constant Gardener,Coriolanus,Severance,Movie 43,The House of Mirth,Mission: Impossible III,The Wind That Shakes the Barley,Cheri,Harry Brown,Furious 7,Perrier’s Bounty"
"Flawless,Diner,Hope Springs,Fame,Who's Your Caddy?,Charlie Bartlett,The Thomas Crown Affair,Jimmy and Judy,Clockwatchers,Molly,Boynton Beach Club,Out of Time,Inchon,Barbershop 2:  Back in Business,Dark Blue,Mystic Pizza,Welcome to the Dollhouse,The Pink Panther,We're No Angels,200 Cigarettes,Windtalkers,Max,Original Sin,Beauty Shop,Bathing Beauty"
"Mindhunters,Suspect Zero,The Spanish Prisoner,The Fourth Kind,The Pledge,The Imaginarium of Doctor Parnassus,Spring Breakers,Whip It,Adam,Cheri,Machete Kills,A Sound of Thunder,Headhunters,Blackthorn,Butterfly on a Wheel,Coriolanus,Arbitrage,Harrison Montgomery,Pi,Made in Dagenham,AVP: Alien vs. Predator,Doom,An American Haunting,Whiteout,The Core"
"What Just Happened,Should've Been Romeo,The Whole Ten Yards,Jeff, Who Lives at Home,The Truman Show,Nine,Gran Torino,Blue Like Jazz,1982,Flying By,Rockaway,Celebrity,Last Orders,The Game Plan,How to Fall in Love,J. Edgar,Alfie,All Is Lost,Memento,About Schmidt,Multiplicity,House of D,The Cookout,Me You and Five Bucks,The Mudge Boy"
"The Statement,Wah-Wah,Harrison Montgomery,Ararat,Redacted,Philomena,Headhunters,The Duchess,Selma,Pi,Made in Dagenham,On the Road,Bathory: Countess of Blood,Marie Antoinette,Smilla's Sense of Snow,Arbitrage,Fantastic Four,Impostor,Fifty Dead Men Walking,The Wind That Shakes the Barley,Blindness,The Cold Light of Day,Machete Kills,Southland Tales,Severance"
"The Magic Flute,Across the Universe,High School Musical 2,Miracle at St. Anna,Along the Roadside,Saints and Soldiers,The Rocker,Hamlet 2,Bandslam,The Sound of Music,High School Musical,High School Musical 3: Senior Year,Show Boat,History of the World: Part I,Woodstock,Walk Hard: The Dewey Cox Story,Fame,The Hunchback of Notre Dame,Life During Wartime,Yentl,Standing Ovation,Enchanted,Moulin Rouge!,Sparkle,1776"
"Paul Blart: Mall Cop,Paul Blart: Mall Cop 2,Paul,Wolf,You Don't Mess with the Zohan,Kickboxer: Vengeance,The R.M.,Grown Ups 2,Reign Over Me,Deuce Bigalow: Male Gigolo,American Sniper,The Matrix Reloaded,Copying Beethoven,Commando,30 Minutes or Less,Pineapple Express,The Game Plan,Zookeeper,Just Go with It,Pain & Gain,Bucky Larson: Born to Be a Star,MacGruber,The Whole Ten Yards,The Big Hit,Lethal Weapon 4"
"Freaky Friday,Sky High,Saving Mr. Banks,What a Girl Wants,Arbitrage,The Haunted Mansion,The Wedding Planner,Divine Secrets of the Ya-Ya Sisterhood,Cinderella,My Big Fat Greek Wedding 2,Ted 2,Think Like a Man Too,The Lizzie McGuire Movie,Fantasia,Secretariat,Prom,Jumping the Broom,American Wedding,Analyze This,It's a Wonderful Afterlife,Remember the Titans,Meet the Deedles,The Kid,13 Going on 30,Bachelorette"
"The 40 Year Old Virgin,Porky's,The Virginity Hit,40 Days and 40 Nights,American Pie,Miss March,A Funny Thing Happened on the Way to the Forum,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Elling,Danny Collins,The Switch,Wimbledon,About a Boy,21 & Over,The Virgin Suicides,Sex Drive,Cruel Intentions,This Is 40,Larry Crowne,Bad Grandpa,Theresa Is a Mother,Trees Lounge,Good Deeds,Kicking & Screaming,The To Do List"
"Shakespeare in Love,Jersey Girl,Elizabethtown,Captain Corelli's Mandolin,Love & Other Drugs,Tycoon,The Girl Next Door,You Can't Take It With You,20 Dates,Splash,Annie Hall,Don Jon,Simply Irresistible,Love Happens,Love in the Time of Cholera,The Broadway Melody,Tootsie,I Love You, Beth Cooper,Me You and Five Bucks,I Love Your Work,Forrest Gump,The Prince & Me,Mary Reilly,Love Letters,Eternal Sunshine of the Spotless Mind"
"A Walk Among the Tombstones,A Dangerous Method,Pi,Rush,The Pledge,Trainspotting,Black Mass,The Ides of March,Sphinx,The Relic,Donnie Brasco,High Crimes,Kinsey,The Call,Hostage,FearDotCom,September Dawn,Arbitrage,K-19: The Widowmaker,Layer Cake,King Kong,City By The Sea,Fifty Dead Men Walking,Breakdown,The Last House on the Left"
"Kindergarten Cop,Blue Like Jazz,Should've Been Romeo,1982,Jingle All the Way,All Is Lost,Gran Torino,How to Fall in Love,Multiplicity,Back to the Future,Imagine That,Wild Target,Jeff, Who Lives at Home,Copying Beethoven,Liar Liar,Faster,Take Me Home Tonight,High Road,Stripes,Homefront,The Love Guru,You, Me and Dupree,Snitch,The Last Emperor,Flying By"
"Pineapple Express,On the Waterfront,Ride Along 2,Bride of Chucky,Lethal Weapon 4,Surrogates,Money Train,Hit & Run,Grosse Pointe Blank,The Pink Panther,Beverly Hills Cop,The Interview,I Am Wrath,Action Jackson,Khiladi 786,You Don't Mess with the Zohan,Paul Blart: Mall Cop 2,Body Double,Wanted,Stripes,30 Minutes or Less,Rockaway,Zookeeper,Imagine That,Small Apartments"
"Ever After: A Cinderella Story,Shallow Hal,Gentleman's Agreement,Love Me Tender,Bulworth,Romeo + Juliet,Where the Heart Is,The Object of My Affection,Edward Scissorhands,The Full Monty,The Prince & Me,Deadline - U.S.A.,How Stella Got Her Groove Back,Cleopatra,The Simpsons Movie,How Green Was My Valley,The Other Woman,Welcome to Mooseport,Glee: The Concert Movie,The Rose,Chariots of Fire,Marmaduke,Garfield,Hope Floats,Julia"
"Open Range,Imagine That,The Invention of Lying,The Town,The Ladykillers,Sherlock Holmes: A Game of Shadows,Love Happens,Sausage Party,Small Apartments,K-19: The Widowmaker,Casino Jack,Ladder 49,Grosse Pointe Blank,The Village,Donnie Brasco,I Am Wrath,Hidalgo,The Alamo,Speed Racer,Cinderella Man,Capote,Seabiscuit,City By The Sea,Land of the Lost,Jarhead"
"Flatliners,Moonlight Mile,After.Life,Margin Call,A Mighty Heart,Unnatural,Circle,La Bamba,Victor Frankenstein,Timecop,Rampage,The Grudge 2,Star Trek: Generations,The Jacket,The Bourne Legacy,Final Destination 3,White Noise 2: The Light,Raising Helen,The Death and Life of Bobby Z,Nurse Betty,The Happening,The Life Before Her Eyes,Dreamcatcher,Life or Something Like It,Death Sentence"
